0.591246,0.026741,0.026543,0.258826,0.276839,0.077702,0.034511
0.836283,0.026248,0.027244,0.088485,0.243968,0.023401,0.516319
0.565868,0.025632,0.022499,0.260819,0.236810,0.081058,0.023318
0.590997,0.026410,0.025975,0.258845,0.272641,0.077668,0.033784
0.573933,0.026906,0.026273,0.088496,0.253267,0.023357,0.027868
0.568449,0.025510,0.022718,0.260941,0.237609,0.081141,0.023214
0.585547,0.027151,0.026181,0.258859,0.268074,0.077675,0.028925
0.580014,0.027121,0.026831,0.088499,0.248083,0.023348,0.028147
0.570646,0.027673,0.022359,0.260909,0.247519,0.081041,0.022697
0.580192,0.027082,0.025612,0.258832,0.268121,0.077682,0.033803
0.585729,0.028565,0.027487,0.088513,0.241243,0.023348,0.027699
0.561791,0.026283,0.022828,0.260778,0.234107,0.081091,0.022693
0.588761,0.027323,0.024945,0.258930,0.267099,0.077763,0.033220
0.578443,0.027434,0.027754,0.088619,0.252561,0.023356,0.061320
0.567788,0.027284,0.022747,0.260940,0.298186,0.081221,0.025294
0.581178,0.028656,0.025726,0.258997,0.272421,0.077709,0.061183
0.586706,0.027375,0.031612,0.088485,0.239027,0.023364,0.051041
0.567595,0.028166,0.022434,0.260786,0.242842,0.081074,0.022841
0.584443,0.028726,0.025887,0.258908,0.270182,0.077662,0.047385
0.583644,0.027230,0.027829,0.088505,0.253436,0.023359,0.028337
