0.580531,0.027026,0.022786,0.023089,0.244714,0.019010,0.404283
0.587511,0.028094,0.025105,0.061841,0.264312,0.063584,0.027635
0.582900,0.028147,0.022790,0.023103,0.246709,0.019017,1.383372
0.619146,0.025617,0.024892,0.062030,0.237406,0.063712,1.279277
0.593551,0.030089,0.024388,0.061836,0.262960,0.063595,0.034572
0.563332,0.025037,0.023107,0.062045,0.236952,0.063765,0.053090
0.590951,0.026486,0.021623,0.023101,0.257978,0.019046,0.463404
0.614913,0.027764,0.025241,0.061831,0.273757,0.063595,0.027967
0.577730,0.029309,0.022833,0.023098,0.253592,0.019016,1.248913
0.577824,0.025650,0.023314,0.062058,0.235048,0.063814,1.340231
0.584942,0.026792,0.025192,0.061890,0.265538,0.063590,0.027878
0.571859,0.026249,0.025720,0.062245,0.232518,0.063705,0.052740
0.577595,0.026904,0.023162,0.023089,0.244958,0.019026,0.428564
0.572213,0.025155,0.023087,0.062240,0.229805,0.063776,0.021986
0.585939,0.026816,0.024459,0.061934,0.260209,0.063576,0.034392
0.576348,0.026505,0.022216,0.023089,0.244688,0.019010,0.030189
0.562363,0.025850,0.023418,0.062052,0.272121,0.063788,0.082439
0.580818,0.026704,0.024899,0.061837,0.267137,0.063607,0.077948
0.587219,0.026135,0.023255,0.023083,0.247470,0.019026,0.057306
