0.688299,0.026677,0.000320,0.156520,1.596688,1.534548,1.602185,0.553642
0.691868,0.023266,0.000305,0.165007,1.597480,1.526140,1.600643,0.563909
0.734922,0.027874,0.000285,0.166359,1.596265,1.529875,1.597739,0.513286
0.683450,0.025784,0.000313,0.156871,1.600460,1.530707,1.601209,0.573575
0.720079,0.025815,0.000295,0.160160,1.597751,1.527651,1.603190,0.546249
0.706563,0.023249,0.000334,0.163329,1.595046,1.527138,1.600739,0.569773
0.710357,0.024824,0.000329,0.162834,1.593703,1.529852,1.598481,0.559284
0.695344,0.024961,0.000359,0.158007,1.595104,1.529835,1.603167,0.577147
0.682866,0.022843,0.000291,0.155923,1.596019,1.529041,1.595454,0.342286
0.717781,0.026435,0.000288,0.163224,1.596362,1.528852,1.595627,0.491706
0.688448,0.022257,0.000292,0.162763,1.593751,1.534059,1.598687,0.547719
0.686954,0.025161,0.000307,0.163826,1.598361,1.529222,1.601914,0.541851
0.718407,0.023695,0.000380,0.153917,1.595062,1.532036,1.597595,0.531883
0.697699,0.026844,0.000301,0.163942,1.598166,1.531474,1.600363,0.533776
0.711134,0.024853,0.000317,0.160784,1.598274,1.532300,1.603290,0.521014
0.713268,0.023056,0.000299,0.158866,1.600177,1.525794,1.604616,0.530615
0.692092,0.025215,0.000359,0.156851,1.597564,1.528015,1.598693,0.255138
0.691128,0.023513,0.000311,0.160266,1.598385,1.527329,1.598354,0.258577
0.706081,0.025707,0.000285,0.160375,1.600250,1.524720,1.601620,0.244322
0.712716,0.026489,0.000317,0.163521,1.598137,1.526859,1.597892,0.239271
