0.718549,0.018391,0.000291,1.041760,1.595040,1.528534,1.593731,0.026638
0.702974,0.018009,0.000288,0.905357,1.594104,1.524004,1.592627,0.055385
0.733238,0.030494,0.000300,0.665584,1.598589,1.522331,1.589723,0.023752
0.707974,0.023934,0.000291,0.884971,1.589786,1.522024,1.590807,0.023653
0.772152,0.024725,0.000285,0.818306,1.594441,1.523768,1.595810,0.024043
0.773759,0.024288,0.000351,0.971167,1.713288,1.636848,1.715727,0.091732
0.708758,0.024192,0.000288,1.112182,1.593497,1.515528,1.594533,0.030910
0.736914,0.023689,0.000293,1.094761,1.596835,1.519110,1.594467,0.024307
0.755845,0.023676,0.000287,1.173260,1.592674,1.521397,1.597563,0.023479
0.742001,0.022550,0.000284,1.146554,1.592526,1.523029,1.593465,0.024100
0.713639,0.025890,0.000294,1.187625,1.589691,1.523147,1.591607,0.023197
0.730934,0.019140,0.000314,1.206367,1.594589,1.524304,1.592875,0.023738
0.807187,0.023359,0.000345,0.883299,1.825741,1.738775,1.809728,0.272623
0.709757,0.028065,0.000313,1.422762,1.593817,1.520120,1.594395,0.217696
0.784261,0.028730,0.000339,1.245827,1.709191,1.637657,1.715636,0.278509
0.746619,0.024580,0.000312,1.286292,1.592630,1.525440,1.594106,0.204496
0.715505,0.027809,0.000311,1.562382,1.594059,1.525513,1.593588,0.090178
0.763049,0.024282,0.000321,1.554902,1.592603,1.522662,1.597447,0.024976
0.811535,0.026268,0.000339,1.504832,1.814870,1.739116,1.804435,0.039011
0.822420,0.028075,0.000360,1.847314,1.819291,1.741100,1.804701,0.032020
