0.723141,0.016836,0.000278,0.261601,1.603393,1.546648,1.601621,0.025568
0.719048,0.021961,0.000289,0.310895,1.595868,1.530061,1.597676,1.035273
0.737652,0.016566,0.000285,0.424209,1.598613,1.529589,1.597244,0.928565
0.709073,0.016997,0.000290,0.444071,1.596706,1.524490,1.597389,1.002982
0.729010,0.017212,0.000286,0.378346,1.604492,1.534053,1.601664,0.965602
0.737117,0.016407,0.000282,0.425608,1.600937,1.528808,1.602034,0.972206
0.708580,0.022361,0.000281,0.406086,1.600202,1.529973,1.598148,0.979480
0.745648,0.016240,0.000299,0.436633,1.604994,1.525332,1.599853,0.913511
0.716463,0.016460,0.000292,0.392581,1.601236,1.526720,1.597405,1.108797
0.712982,0.023118,0.000289,0.666946,1.601273,1.530122,1.599634,0.753394
0.714559,0.017658,0.000285,0.405289,1.602043,1.524548,1.602091,1.089514
0.706340,0.016793,0.000298,0.444966,1.597121,1.523335,1.595608,1.084443
0.709680,0.016562,0.000277,0.469165,1.592212,1.523548,1.590343,1.171555
0.713134,0.016600,0.000287,0.413138,1.596390,1.533362,1.590955,1.196309
0.763853,0.018180,0.000278,0.381259,1.596239,1.529845,1.594710,1.120324
0.731295,0.017594,0.000294,0.410580,1.608395,1.535628,1.601458,1.080434
0.708604,0.023915,0.000300,0.866816,1.607374,1.525678,1.599213,0.616707
0.718140,0.022950,0.000290,0.458563,1.656156,1.551241,1.598885,1.016210
0.761519,0.024060,0.000333,0.526621,1.724651,1.641588,1.708708,0.652246
0.814285,0.024740,0.000346,0.400783,1.795177,1.724506,1.781835,0.509576
