0.690882,0.023063,0.000292,0.139429,1.601221,1.527900,1.598996,0.657123
0.696448,0.022785,0.000314,0.105144,1.601017,1.525142,1.606929,0.664818
0.692930,0.022877,0.000285,0.133823,1.598131,1.526740,1.600654,0.666714
0.683679,0.021267,0.000298,0.177704,1.594320,1.526382,1.597377,0.686956
0.736029,0.022557,0.000313,0.131497,1.597629,1.532003,1.600096,0.667293
0.683793,0.022140,0.000293,0.123833,1.596467,1.523450,1.597952,0.681810
0.690568,0.025248,0.000286,0.150188,1.599224,1.526516,1.600009,0.665998
0.716764,0.022424,0.000288,0.137502,1.597720,1.525945,1.605413,0.664265
0.696066,0.023294,0.000302,0.140333,1.598884,1.531026,1.596199,0.685112
0.702187,0.022350,0.000285,0.132506,1.595647,1.527275,1.600760,0.603243
0.691348,0.022481,0.000284,0.130101,1.596341,1.530044,1.596527,0.613679
0.740912,0.022347,0.000322,0.153672,1.595054,1.529400,1.593905,0.560616
0.691964,0.023019,0.000315,0.132126,1.595955,1.528372,1.594914,0.633328
0.684470,0.023379,0.000287,0.120478,1.598477,1.530799,1.597488,0.643369
0.691654,0.021871,0.000298,0.129154,1.602585,1.531591,1.603848,0.623488
0.721273,0.022394,0.000287,0.158018,1.597316,1.530971,1.595099,0.576332
0.702536,0.022365,0.000281,0.130142,1.600652,1.528262,1.599667,0.622899
0.685702,0.023293,0.000333,0.144512,1.607435,1.528877,1.598904,0.621399
0.707501,0.022126,0.000329,0.099259,1.599271,1.529429,1.601041,0.647879
0.691105,0.022400,0.000337,0.154694,1.597153,1.531366,1.599471,0.625369
