0.684619,0.000023,0.021337,0.000000,0.018958,0.000070,0.880070
0.686614,0.000029,0.012635,0.000000,0.019451,0.000077,0.891160
0.694121,0.000009,0.011258,0.000000,0.019419,0.000035,0.892249
0.722280,0.000012,0.010738,0.000000,0.019137,0.000040,0.544851
0.730723,0.000038,0.013319,0.000000,0.019188,0.000086,0.558195
0.698172,0.000034,0.009192,0.000000,0.019057,0.000075,0.936350
0.759410,0.000010,0.010361,0.000000,0.020211,0.000099,0.504055
0.673829,0.000015,0.009810,0.000000,0.019208,0.000032,0.588500
0.716371,0.000031,0.017716,0.000000,0.019035,0.000040,0.610553
0.696927,0.000026,0.015280,0.000000,0.019162,0.000105,0.618538
0.695305,0.000026,0.016010,0.000000,0.019047,0.000053,0.629269
0.675283,0.000014,0.015444,0.000000,0.018965,0.000053,0.967854
0.714830,0.000019,0.015074,0.000000,0.019017,0.000057,0.968328
0.713398,0.000012,0.009766,0.000000,0.019161,0.000038,0.952889
0.701783,0.000030,0.019605,0.000000,0.019126,0.000039,0.661146
0.721332,0.000033,0.017717,0.000000,0.019127,0.000078,0.668864
0.680825,0.000015,0.008937,0.000000,0.018960,0.000065,0.625464
0.714150,0.000016,0.009134,0.000000,0.019039,0.000038,0.602952
0.733626,0.000015,0.009063,0.000000,0.018962,0.000041,0.938028
0.675371,0.000008,0.018939,0.000000,0.019033,0.000044,0.668951
